clade,organism_name
5376,Klebsiella pneumoniae subsp. pneumoniae KPNIH27 
5377,Klebsiella pneumoniae subsp. pneumoniae MGH 78578 
5381,Klebsiella pneumoniae JM45
5382,Klebsiella pneumoniae HK787 
5383,Klebsiella pneumoniae 30684/NJST258 2 
5384,Klebsiella pneumoniae 30660/NJST258 1 
5385,Klebsiella pneumoniae subsp. pneumoniae HS11286 
5386,Klebsiella pneumoniae subsp. pneumoniae 1084 
5388,Klebsiella pneumoniae subsp. pneumoniae 
5389,Klebsiella pneumoniae 
5399,Klebsiella pneumoniae subsp. pneumoniae KPNIH1 
5400,Klebsiella pneumoniae subsp. pneumoniae PittNDM01 
5401,Klebsiella pneumoniae subsp. pneumoniae 1158 
5403,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
5404,Klebsiella pneumoniae 342 
5405,Klebsiella pneumoniae 
5408,Klebsiella pneumoniae 
5416,Klebsiella pneumoniae subsp. pneumoniae 
5422,Klebsiella quasipneumoniae 
5425,Klebsiella oxytoca KONIH1 
5429,Klebsiella oxytoca 
5431,Klebsiella oxytoca E718 
5432,Klebsiella oxytoca HKOPL1 
5434,Klebsiella oxytoca 
5435,Klebsiella oxytoca 
5436,Klebsiella oxytoca 
5442,Lelliottia amnigena 
5443,Raoultella ornithinolytica 
5444,Raoultella ornithinolytica B6 
5446,Enterobacter aerogenes 
5447,Enterobacter aerogenes KCTC 2190 
5448,Enterobacter aerogenes 
5451,Enterobacter aerogenes EA1509E 
5454,Enterobacter sp. 638 
5456,Enterobacter asburiae L1 
5457,Enterobacter sp. ODB01 
5458,Leclercia adecarboxylata 
5460,Enterobacter sp. FY-07 
5461,Enterobacter cloacae subsp. dissolvens SDM 
5462,Enterobacter cloacae 
5465,Enterobacter cloacae subsp. cloacae ATCC 13047 
5467,Enterobacter cloacae EcWSU1 
5468,Enterobacter cloacae 
5470,Enterobacter cloacae 
5471,Enterobacter cloacae P101 
5474,Enterobacter cloacae subsp. cloacae ENHKU01 
5479,Cedecea neteri 
5480,Cedecea neteri 
5482,Cedecea neteri 
5483,Klebsiella michiganensis 
5487,Enterobacter asburiae LF7a 
5496,Pectobacterium carotovorum subsp. carotovorum PC1 
5499,Serratia rubidaea 
5500,Serratia marcescens FGI94 
5504,Dickeya zeae EC1 
5505,Dickeya zeae Ech586 
5507,Dickeya dadantii 3937 
5508,Cedecea neteri 
5513,Candidatus Riesia pediculicola USDA 
5514,Providencia stuartii 
5515,Providencia stuartii MRSN 2154 
5516,Providencia stuartii 
5520,Morganella morganii 
5521,Morganella morganii subsp. morganii KT
5523,Photorhabdus asymbiotica
5524,Photorhabdus temperata subsp. thracensis 
5526,Xenorhabdus poinarii G6 
5527,Xenorhabdus bovienii SS-2004 
5528,Xenorhabdus bovienii 
5531,Xenorhabdus doucetiae 
5532,Xenorhabdus nematophila AN6/1 
5536,Proteus mirabilis 
5537,Proteus mirabilis HI4320
5538,Proteus mirabilis BB2000 
5546,Tolumonas auensis DSM 9187 
5548,Aeromonas salmonicida subsp. salmonicida A449 
5549,Aeromonas hydrophila NJ-35 
5550,Aeromonas hydrophila ML09-119 
5551,Aeromonas veronii B565 
5552,Aeromonas veronii 
5554,Aeromonas schubertii 
5558,Aeromonas hydrophila J-1 
5559,Aeromonas media WS 
5560,Aeromonas hydrophila 4AK4 
5562,Aeromonas hydrophila subsp. hydrophila ATCC 7966 
5563,Aeromonas hydrophila 
5564,Aeromonas hydrophila 
5568,Aeromonas hydrophila YL17 
5577,Grimontia hollisae 
5578,Photobacterium gaetbulicola Gung47 
5580,Vibrio fischeri ES114 
5581,Aliivibrio salmonicida LFI1238
5582,Aliivibrio wodanis
5585,Vibrio tasmaniensis LGP32 
5586,Vibrio anguillarum 775 
5587,Vibrio anguillarum
5589,Vibrio cholerae 
5590,Vibrio cholerae O1 biovar El Tor str. N16961 
5591,Vibrio mimicus 
5592,Vibrio cholerae MJ-1236 
5594,Vibrio cholerae O1 str. KW3 
5598,Vibrio vulnificus 
5599,Vibrio vulnificus CMCP6 
5600,Vibrio vulnificus YJ016
5603,Vibrio vulnificus MO6-24/O 
5606,Vibrio tubiashii ATCC 19109 
5607,Vibrio coralliilyticus
5608,Vibrio coralliilyticus 
5611,Vibrio furnissii NCTC 11218 
5612,Vibrio fluvialis 
5614,Vibrio nigripulchritudo
5617,Vibrio antiquarius 
5619,Vibrio parahaemolyticus RIMD 2210633
5620,Vibrio parahaemolyticus 
5621,Vibrio campbellii ATCC BAA-1116 
5622,Vibrio harveyi 
5624,Vibrio campbellii ATCC BAA-1116 
5627,Vibrio parahaemolyticus O1 Kuk str. FDA R31 
5631,Vibrio parahaemolyticus O1 K33 str. CDC K4557 
5632,Vibrio sp. EJY3 
5633,Vibrio alginolyticus NBRC 15630   ATCC 17749 
5634,Vibrio alginolyticus 
5637,Vibrio parahaemolyticus 
5646,Idiomarina loihiensis L2TR 
5647,Psychromonas ingrahamii 37 
5648,Psychromonas sp. CNPT3 
5651,Moritella viscosa
5653,Pseudoalteromonas translucida KMM 520 
5654,Pseudoalteromonas issachenkonii 
5655,Pseudoalteromonas sp. OCN003 
5656,Pseudoalteromonas phenolica 
5658,Pseudoalteromonas rubra 
5661,Pseudoalteromonas sp. SM9913
5663,Pseudoalteromonas haloplanktis TAC125 
5665,Pseudoalteromonas sp. Bsw20308 
5672,Marinomonas mediterranea MMB-1 
5673,Marinomonas sp. MWYL1 
5674,Marinomonas posidonica IVIA-Po-181 
5677,Oleispira antarctica RB-8
5678,Thalassolituus oleivorans R6-15 
5679,Thalassolituus oleivorans MIL-1 
5684,Simiduia agarivorans SA1   DSM 21679 
5685,Cellvibrio japonicus Ueda107 
5686,Teredinibacter turnerae T7901 
5687,Saccharophagus degradans 2-40 
5692,Spongiibacter sp. IMCC21906 
5693,Zhongshania aliphaticivorans 
5698,Alcanivorax dieselolei B5 
5699,Alcanivorax sp. NBRC 101098 
5700,Alcanivorax borkumensis SK2 
5702,Alcanivorax pacificus W11-5 
5705,Gynuella sunshinyii YC6258 
5706,Candidatus Portiera aleyrodidarum BT-B-HRs 
5707,Candidatus Portiera aleyrodidarum BT-QVLC 
5708,Candidatus Portiera aleyrodidarum BT-QVLC 
5711,Candidatus Evansia muelleri
5712,Candidatus Carsonella ruddii HT isolate Thao2000 
5715,Halotalea alkalilenta 
5717,Chromohalobacter salexigens DSM 3043 
5718,Halomonas elongata DSM 2581 
5720,Halomonas sp. KO116 
5721,Halomonas campaniensis 
5723,Halomonas huangheensis 
5731,Sedimenticola thiotaurini 
5732,Methylomonas methanica MC09 
5733,Methylomonas sp. DH-1 
5734,Methylomonas denitrificans 
5737,Methylomicrobium alcaliphilum 20Z 
5740,@GCF 000260985.3 Methylophaga nitratireducenticrescens 
5741,Methylophaga frappieri 
5743,Cycloclasticus sp. P1 
5747,Coxiella endosymbiont of Amblyomma americanum
5748,Coxiella burnetii RSA 331 
5749,Coxiella burnetii CbuK Q154 
5750,Coxiella burnetii RSA 493 
5751,Coxiella burnetii Z3055 
5753,Coxiella burnetii CbuG Q212 
5757,Coxiella-like endosymbiont 
5763,Halorhodospira halophila SL1 
5764,Alkalilimnicola ehrlichii MLHE-1 
5766,Spiribacter sp. UAH-SP71 
5767,Spiribacter salinus M19-40 
5770,Allochromatium vinosum DSM 180 
5771,Thiocystis violascens DSM 198 
5773,Marichromatium purpuratum 984 
5775,Thioflavicoccus mobilis 8321 
5777,endosymbiont of unidentified scaly snail isolate Monju
5778,Thiolapillus brandeum
5784,Methylococcus capsulatus str. Bath 
5785,gamma proteobacterium HdN1
5787,Beggiatoa leptomitiformis 
5788,Thioploca ingrica
5799,Candidatus Puniceispirillum marinum IMCC1322 
5800,Candidatus Endolissoclinum faulkneri L2 
5801,Candidatus Endolissoclinum faulkneri L5 
5804,Rhodospirillum centenum SW 
5805,Azospirillum brasilense 
5806,Azospirillum brasilense 
5808,Azospirillum lipoferum 4B 
5809,Azospirillum humicireducens 
5811,Azospirillum thiophilum 
5812,Azospirillum sp. B510
5820,Rhodospirillum rubrum ATCC 11170 
5821,Pararhodospirillum photometricum DSM 122 
5823,Micavibrio aeruginosavorus EPB 
5824,Micavibrio aeruginosavorus ARL-13 
5827,Thalassospira xiamenensis M-5   DSM 17429 
5829,Magnetospira sp. QH-2 
5832,Sphingopyxis terrae NBRC 15098 
5833,Sphingopyxis alaskensis RB2256 
5834,Sphingopyxis fribergensis 
5836,Sphingopyxis macrogoltabida 
5837,Sphingopyxis macrogoltabida 
5840,Sphingopyxis sp. 113P3 
5843,Novosphingobium sp. PP1Y 
5844,Novosphingobium pentaromativorans US6-1 
5846,Croceicoccus naphthovorans 
5847,Altererythrobacter marensis 
5848,Altererythrobacter epoxidivorans 
5850,Citromicrobium sp. JL477 
5851,Erythrobacter litoralis HTCC2594 
5853,Erythrobacter atlanticus 
5856,Altererythrobacter atlanticus 
5859,Novosphingobium aromaticivorans DSM 12444 
5862,Sphingomonas sp. MM-1 
5863,Sphingomonas wittichii RW1 
5865,Zymomonas mobilis subsp. pomaceae ATCC 29192 
5866,Zymomonas mobilis subsp. mobilis ATCC 29191 
5867,Zymomonas mobilis subsp. mobilis ATCC 10988 
5869,Zymomonas mobilis subsp. mobilis ZM4   ATCC 31821 
5870,Zymomonas mobilis subsp. mobilis NCIMB 11163 
5875,Sphingomonas sanxanigenens DSM 19645   NX02 
5876,Sphingomonas hengshuiensis 
5877,Sphingomonas sp. NIC1 
5878,Sphingomonas taxi 
5883,Sphingobium sp. SYK-6
5884,Sphingobium chlorophenolicum L-1 
5885,Sphingobium japonicum UT26S
5887,Sphingobium baderi 
5889,Sphingobium sp. YBL2 
5890,Sphingobium sp. MI1205 
5901,Pelagibacterium halotolerans B2 
5902,Devosia sp. A16 
5903,Devosia sp. H5989 
5906,Chelativorans sp. BNC1 
5907,Mesorhizobium australicum WSM2073 
5908,Mesorhizobium ciceri biovar biserrulae WSM1271 
5910,Mesorhizobium loti MAFF303099
5911,Mesorhizobium opportunistum WSM2075 
5918,Shinella sp. HZN7 
5919,Brucella vulpis 
5920,Brucella suis 
5921,Brucella melitensis NI 
5923,Brucella abortus bv. 1 str. 9-941 
5925,Brucella abortus 
5928,Ochrobactrum pseudogrignonense 
5929,Ochrobactrum anthropi ATCC 49188 
5936,Agrobacterium tumefaciens 
5937,Agrobacterium tumefaciens 
5938,Agrobacterium fabrum str. C58 
5944,Rhizobium gallicum bv. gallicum R602 
5945,Rhizobium etli CFN 42 
5946,Rhizobium etli bv. phaseoli str. IE4803 
5948,Rhizobium etli CIAT 652 
5949,Rhizobium tropici CIAT 899 
5950,Agrobacterium radiobacter K84 
5952,Rhizobium leguminosarum bv. viciae 3841
5953,Rhizobium leguminosarum bv. trifolii WSM2304 
5960,Rhizobium sp. NT-26 
5964,Labrenzia sp. CP4 
5965,Pannonibacter phragmitetus 
5966,Polymorphum gilvum SL003B-26A1 
5969,Methyloceanibacter caenitepidi 
5970,Rhodomicrobium vannielii ATCC 17100 
5971,Candidatus Filomicrobium marinum 
5972,Hyphomicrobium nitrativorans NL23 
5973,Hyphomicrobium denitrificans ATCC 51888 
5974,Hyphomicrobium denitrificans 1NES1 
5976,Hyphomicrobium sp. MC1 
5983,Phenylobacterium zucineum HLK1 
5984,Caulobacter crescentus CB15 
5985,Caulobacter segnis ATCC 21756 
5987,Caulobacter henricii 
5988,Caulobacter sp. K31 
5991,Brevundimonas naejangsanensis 
5992,Brevundimonas subvibrioides ATCC 15264 
5993,Brevundimonas sp. DS20 
5996,Asticcacaulis excentricus CB 48 
6001,Methylocystis sp. SC2 
6002,Nitrobacter winogradskyi Nb-255 
6003,Nitrobacter hamburgensis X14 
6005,Oligotropha carboxidovorans OM5 
6006,Rhodopseudomonas palustris DX-1 
6007,Rhodopseudomonas palustris TIE-1 
6009,Bradyrhizobium sp. BTAi1 
6010,Bradyrhizobium sp. ORS 278 
6012,Bradyrhizobium oligotrophicum S58
6014,Bradyrhizobium diazoefficiens USDA 110 
6016,Bradyrhizobium sp. CCGE-LA001 
6019,Bradyrhizobium japonicum USDA 6
6021,Rhodopseudomonas palustris BisB18 
6022,Rhodopseudomonas palustris BisB5 
6023,Rhodopseudomonas palustris HaA2 
6025,Rhodopseudomonas palustris BisA53 
6028,Bradyrhizobium sp. S23321
6030,Bradyrhizobium sp.
6035,Beijerinckia indica subsp. indica ATCC 9039 
6036,Methylocella silvestris BL2 
6040,Chelatococcus sp. CO-6 
6041,Methylobacterium aquaticum 
6042,Methylobacterium populi BJ001 
6043,Methylobacterium extorquens CM4 
6044,Methylobacterium extorquens PA1 
6045,Methylobacterium sp. AMS5 
6049,Methylobacterium oryzae CBMB20 
6050,Methylobacterium radiotolerans JCM 2831 
6054,Methylobacterium sp. 4-46 
6055,Methylobacterium nodulans ORS 2060 
6060,Blastochloris viridis 
6061,Blastochloris viridis
6067,Xanthobacter autotrophicus Py2 
6068,Azorhizobium caulinodans ORS 571
